Removed Pin From Net: NetName=HV MC + Pin=D2-A
Removed Pin From Net: NetName=HV MC- Pin=D15-A
Remove Pin from Net: Failed to remove Pin
Removed Pin From Net: NetName=TSAL_GLV+ Pin=K2-4
Removed Pin From Net: NetName=TSAL_RED Pin=K2-8
Removed Pin From Net: NetName=TSAL_GLV+ Pin=K2-16
Removed Pin From Net: NetName=GL_IN Pin=P7-2
Removed Pin From Net: NetName=HV MC- Pin=Q8-E
Removed Pin From Net: NetName=NetD13_A Pin=R5-2
Removed Pin From Net: NetName=NetQ3_B Pin=R41-2
Removed Pin From Net: NetName=GLV- Pin=R42-1
Removed Pin From Net: NetName=NetR41_1 Pin=R42-2
Removed Pin From Net: NetName=NetR40_1 Pin=R43-2
Removed Pin From Net: NetName=NetQ7_B Pin=R44-1
Removed Pin From Net: NetName=HV MC- Pin=R45-1
Removed Pin From Net: NetName=NetQ4_S Pin=R45-2
Removed Pin From Net: NetName=0V_(ISO) Pin=U8-37
Removed Pin From Net: NetName=GND_PDOC Pin=U14-17
Removed Pin From Net: NetName=NetD14_K Pin=U17-1
Removed Pin From Net: NetName=NetQ4_D Pin=U17-2
Removed Pin From Net: NetName=NetR41_1 Pin=U17-3
Removed Pin From Net: NetName=TSAL_GLV+ Pin=U17-4
Removed Member From Class: ClassName=HV SENSE Member=D2
Removed Member From Class: ClassName=HV SENSE Member=D13
Removed Member From Class: ClassName=HV SENSE Member=D14
Removed Member From Class: ClassName=HV SENSE Member=D15
Removed Member From Class: ClassName=HV SENSE Member=K2
Removed Member From Class: ClassName=HV SENSE Member=Q3
Removed Member From Class: ClassName=HV SENSE Member=Q4
Removed Member From Class: ClassName=HV SENSE Member=Q7
Removed Member From Class: ClassName=HV SENSE Member=Q8
Removed Member From Class: ClassName=HV SENSE Member=R5
Removed Member From Class: ClassName=HV SENSE Member=R40
Removed Member From Class: ClassName=HV SENSE Member=R42
Removed Member From Class: ClassName=HV SENSE Member=R43
Removed Member From Class: ClassName=HV SENSE Member=R44
Removed Member From Class: ClassName=HV SENSE Member=R45
Removed Member From Class: ClassName=HV SENSE Member=U17
Change Component Footprint: Designator=R42 Old Footprint=0805 New Footprint=0603
Change Component Footprint: Designator=R41 Old Footprint=0805 New Footprint=VB 0204
Change Component Footprint: Designator=R44 Old Footprint=0805 New Footprint=VB 0204
Change Component Footprint: Designator=D15 Old Footprint=DI SMA Diode New Footprint=SMB Diode
Change Component Footprint: Designator=U17 Old Footprint=ON 4-SMD New Footprint=Onsemi_DPAK
Change Component Footprint: Designator=R5 Old Footprint=VB 0204 New Footprint=0603
Change Component Footprint: Designator=R43 Old Footprint=VB 0204 New Footprint=0603
Change Component Comment : Designator=R41 Old Comment=2k New Comment=330K
Change Component Comment : Designator=R44 Old Comment=10k New Comment=330K
Change Component Comment : Designator=R42 Old Comment=20k New Comment=2K
Change Component Comment : Designator=R45 Old Comment=240R New Comment=10k
Change Component Comment : Designator=R5 Old Comment=330K New Comment=2K
Change Component Comment : Designator=R43 Old Comment=330K New Comment=20K
Change Component Comment : Designator=U17 Old Comment=LTV-817S-TA1 New Comment=MC7812
Change Component Comment : Designator=D15 Old Comment=SMAZ5V6-13-F New Comment=SD560BTR
Change Component Designator: OldDesignator=Current Sense NewDesignator=P13
Change Component Designator: OldDesignator=HVD NewDesignator=P12
Change component parameters: Designator = "D15" ("D15"); Footprint = "DI SMA Diode"; UniqueID = "\HIYZEOIW\GZUTTKYE" ("\HIYZEOIW\GZUTTKYE")
Change component parameters (AddParameter): Name = "Digikey Link"; Value = "https://www.digikey.com/product-detail/en/smc-diode-solutions/SD560BTR/1655-1530-2-ND/6022620"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey Part Number"; Value = "1655-1530-2-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "SMC Diode Solutions"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "SD560BTR"; VariantName = "[No Variations]"
Change component parameters: Designator = "R5" ("R5"); Footprint = "VB 0204"; UniqueID = "\HIYZEOIW\TNMWLNFG" ("\HIYZEOIW\TNMWLNFG")
Change component parameters (AddParameter): Name = "Digikey Part Number"; Value = "311-2.00KHRCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "FR-07"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RC0603FR-072KL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rated Power"; Value = "0.1W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0.01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R41" ("R41"); Footprint = "0805"; UniqueID = "\HIYZEOIW\WSJYZDVM" ("\HIYZEOIW\WSJYZDVM")
Change component parameters (AddParameter): Name = "Digikey Part Number"; Value = "MMA-330KACT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Vishay Beyschlag"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "MMA02040C3303FB300"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rated Voltage"; Value = "0.4W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0.01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "330K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R42" ("R42"); Footprint = "0805"; UniqueID = "\HIYZEOIW\MFGOTUSG" ("\HIYZEOIW\MFGOTUSG")
Change component parameters (AddParameter): Name = "Digikey Part Number"; Value = "311-2.00KHRCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "FR-07"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Part Number"; Value = "RC0603FR-072KL"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Rated Power"; Value = "0.1W"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0.01"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "2K"; VariantName = "[No Variations]"
Change component parameters: Designator = "R43" ("R43"); Footprint = "VB 0204"; UniqueID = "\HIYZEOIW\PRAOSIWE" ("\HIYZEOIW\PRAOSIWE")
Change component parameters (AddParameter): Name = "Digikey Part Number"; Value = "311-20.0KHRCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "YAGEO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "FR-07"; VariantName = "[No Variations]"
